player_name,nation,position,team_name,league,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists
Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28.0,2,0,33,0,0,0,0,0,0.1,0.0
Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28.0,27,12,1149,2,3,0,4,0,3.0,2.1
Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30.0,17,17,1529,0,0,0,3,0,0.0,0.0
Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30.0,15,15,1350,0,0,0,1,0,0.0,0.0
Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24.0,22,16,1471,0,2,0,4,0,0.9,1.0
Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27.0,17,2,387,0,0,0,0,0,0.4,0.3
Chuky san jose,es ESP,MF,Valladolid,es La Liga,20.0,18,9,728,2,0,0,1,0,2.2,1.2
Antonio Sanabria,py PAR,FW,Torino,it Serie A,28.0,26,16,1318,2,1,0,2,0,2.9,0.5
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24.0,29,19,1620,15,1,3,2,0,9.7,1.9
Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35.0,13,6,437,0,0,0,0,0,0.8,0.2
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27.0,33,12,1395,0,0,0,3,0,1.1,0.6
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31.0,32,11,1404,2,1,0,4,0,0.7,2.9
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,25,25,2026,2,0,0,6,0,0.5,0.3
Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20.0,32,18,1722,4,4,0,6,1,2.1,2.8
Manu Sánchez,es ESP,DF,Alavés,es La Liga,23.0,33,30,2634,1,0,0,6,1,1.7,1.2
Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26.0,32,32,2880,0,0,0,5,0,0.0,0.1
Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24.0,31,19,1764,3,4,0,2,0,2.2,3.7
Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26.0,27,16,1400,1,0,0,2,0,1.2,0.6
James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24.0,7,5,453,0,0,0,1,0,0.1,0.0
Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28.0,30,17,1637,11,5,0,2,0,10.2,5.5
Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22.0,16,16,1244,3,0,0,4,1,1.0,0.1
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26.0,13,7,590,0,1,0,3,0,0.0,0.4
Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18.0,26,10,1158,0,2,0,3,0,0.1,0.5
Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23.0,16,7,754,1,1,0,0,0,3.5,0.6
Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23.0,34,34,3043,0,0,0,3,0,0.9,1.2
Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29.0,6,3,235,3,0,0,0,0,1.5,0.1
Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32.0,5,0,65,0,0,0,1,0,0.2,0.0
Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29.0,13,11,927,0,0,0,1,0,0.9,1.0
Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29.0,10,5,482,0,1,0,1,0,0.1,0.3
Jesús Santiago,es ESP,MF,Getafe,es La Liga,20.0,19,4,372,0,0,0,5,0,0.0,0.0
Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20.0,32,32,2855,10,3,0,8,0,5.1,3.3
Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21.0,9,8,765,0,0,0,0,0,0.0,0.0
Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22.0,7,4,404,0,0,0,1,0,0.4,0.6
Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32.0,23,7,814,3,2,0,3,0,2.9,1.8
Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22.0,1,0,9,0,0,0,0,0,0.0,0.0
Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23.0,32,25,1907,4,1,0,1,0,3.2,2.1
Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26.0,38,30,2711,8,6,0,4,0,10.7,8.5
Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25.0,21,15,1385,0,0,0,0,0,0.3,0.3
Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18.0,27,27,2365,0,1,0,4,0,0.8,0.3
Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23.0,7,0,88,0,0,0,0,0,0.4,0.1
Razvan Sava,ro ROU,GK,Udinese,it Serie A,22.0,12,12,1080,0,0,0,1,0,0.0,0.0
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32.0,31,27,2363,2,5,2,4,1,3.8,6.9
Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20.0,29,21,1766,1,8,0,3,0,5.0,6.9
Nicolò Savona,it ITA,DF,Juventus,it Serie A,21.0,28,19,1724,2,1,0,5,0,0.5,1.2
Saba Sazonov,ge GEO,DF,Torino,it Serie A,22.0,1,0,3,0,0,0,0,0,0.0,0.0
Joe Scally,us USA,DF,Gladbach,de Bundesliga,21.0,32,30,2578,0,0,0,6,0,0.4,1.1
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20.0,6,4,272,0,0,0,2,0,0.1,0.0
Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25.0,1,0,6,0,0,0,0,0,0.1,0.0
Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18.0,15,7,665,0,0,0,1,0,0.1,0.1
Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20.0,3,0,34,0,1,0,0,0,0.0,0.0
Kevin Schade,de GER,FW,Brentford,eng Premier League,22.0,38,26,2293,11,2,0,3,0,8.2,3.7
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25.0,26,17,1534,1,1,0,3,0,0.6,0.9
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32.0,34,33,2934,4,0,0,9,1,3.7,0.4
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28.0,31,19,1684,21,0,1,4,0,12.7,0.6
Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30.0,13,0,247,0,0,0,1,0,1.1,0.3
Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21.0,16,12,1122,0,0,0,2,0,0.0,0.1
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26.0,4,2,181,0,0,0,1,0,0.1,0.7
Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27.0,18,15,1297,3,1,0,4,1,0.8,0.6
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24.0,23,23,1982,0,4,0,7,2,1.3,2.1
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31.0,12,0,103,0,0,0,0,0,0.2,0.2
Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24.0,32,32,2834,5,4,1,4,0,4.3,6.2
Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26.0,9,2,205,0,1,0,0,0,0.1,0.7
Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25.0,33,32,2681,4,3,0,8,0,3.9,3.4
Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29.0,12,3,306,0,0,0,3,0,0.0,0.7
Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32.0,6,6,540,0,0,0,0,0,0.0,0.0
Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25.0,25,13,1153,3,3,0,1,0,2.0,3.7
Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20.0,20,8,755,0,0,0,3,0,0.7,0.9
Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28.0,13,13,1170,0,0,0,0,0,0.0,0.0
Simone Scuffet,it ITA,GK,Napoli,it Serie A,28.0,1,1,90,0,0,0,0,0,0.0,0.0
Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21.0,13,1,190,0,0,0,0,0,0.7,0.0
Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32.0,9,7,594,0,0,0,1,1,0.0,0.0
Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19.0,1,1,90,0,0,0,0,0,0.0,0.0
Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24.0,11,10,803,0,0,0,4,0,0.1,0.3
Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,23.0,30,20,2084,0,0,0,2,0,0.2,1.7
Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,21.0,15,9,887,0,0,0,1,0,0.1,0.2
Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32.0,38,38,3420,0,0,0,4,0,0.0,0.4
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30.0,34,32,2886,0,4,0,8,0,0.9,2.8
Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24.0,37,36,3203,11,5,0,9,0,10.0,5.8
Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23.0,10,1,227,0,0,0,3,0,0.0,0.1
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27.0,17,13,1106,0,0,0,5,0,0.8,0.2
Stefano Sensi,it ITA,MF,Monza,it Serie A,28.0,12,2,274,1,0,1,0,0,0.9,0.2
Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27.0,22,16,1376,2,1,0,4,1,1.9,1.0
Sergi,es ESP,DF,Leganés,es La Liga,32.0,36,33,2957,2,0,0,2,1,1.5,0.4
Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21.0,4,1,112,0,0,0,0,0,0.2,0.0
Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21.0,33,30,2380,13,5,2,2,1,10.0,2.1
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24.0,16,7,580,4,2,0,1,0,1.6,1.1
Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31.0,31,12,1098,3,4,0,2,0,2.7,1.2
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29.0,7,4,349,0,0,0,1,0,0.0,0.7
Alen Sherri,al ALB,GK,Cagliari,it Serie A,26.0,7,7,621,0,0,0,0,0,0.0,0.0
Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29.0,27,11,1097,4,4,0,1,0,4.7,1.3
Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32.0,28,24,2101,0,3,0,1,0,0.4,2.9
Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21.0,27,5,762,2,2,0,2,0,2.8,1.1
Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32.0,2,2,152,0,0,0,0,0,0.0,0.0
Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28.0,29,27,2402,5,1,2,4,0,4.2,3.6
Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24.0,16,14,1182,0,0,0,4,0,0.6,0.5
Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19.0,1,0,1,0,0,0,0,0,0.0,0.0
Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22.0,21,8,801,2,0,0,2,0,0.5,0.7
André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28.0,7,4,375,1,0,1,1,0,2.6,0.4
André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28.0,8,0,132,1,2,1,0,0,1.3,0.6
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29.0,33,29,2670,4,4,0,7,0,3.9,5.1
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27.0,27,21,1929,0,6,0,3,0,0.2,5.0
Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22.0,24,22,1866,10,3,2,7,0,8.8,2.0
Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,24.0,31,5,854,3,1,0,5,0,2.1,2.9
Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18.0,2,0,30,0,0,0,0,0,0.0,0.0
Rui Silva,pt POR,GK,Betis,es La Liga,30.0,15,15,1350,0,0,0,1,0,0.0,0.1
Marco Silvestri,it ITA,GK,Empoli,it Serie A,33.0,5,5,450,0,0,0,0,0,0.0,0.0
Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23.0,27,14,1238,7,2,0,2,0,5.9,1.0
Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24.0,1,1,54,0,0,0,0,0,0.0,0.3
Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29.0,30,1,419,1,1,0,1,0,2.6,0.8
Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,21.0,33,26,1926,2,6,0,4,0,2.2,5.2
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29.0,32,31,2609,8,10,4,2,0,5.8,6.7
Unai Simón,es ESP,GK,Athletic Club,es La Liga,27.0,21,21,1890,0,0,0,0,0,0.0,0.0
Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21.0,25,25,2150,10,6,0,5,0,5.1,6.3
Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,18.0,2,1,96,0,0,0,1,0,0.0,0.0
Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27.0,26,14,1250,2,2,0,3,0,1.7,3.0
Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,24.0,34,25,2299,5,8,1,5,0,6.5,5.5
Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,23.0,27,23,2096,1,2,0,4,0,1.9,1.5
Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25.0,12,1,236,1,1,0,0,0,1.2,1.4
Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29.0,2,1,91,0,0,0,0,0,0.0,0.0
Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,36.0,1,0,59,0,0,0,0,0,0.0,0.0
Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,28.0,13,6,614,0,0,0,2,0,0.1,0.0
Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,19.0,1,0,3,0,0,0,0,0,0.0,0.0
Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,28.0,20,8,819,3,1,1,1,0,4.3,0.6
Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,26.0,32,30,2610,2,1,0,11,1,1.7,1.6
Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,18.0,4,0,47,0,0,0,0,0,0.3,0.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,27.0,32,32,2810,0,0,0,6,1,0.0,0.1
Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,27.0,33,11,1164,0,2,0,1,0,2.1,1.2
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29.0,30,26,2231,1,2,0,6,0,1.4,1.4
Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,23.0,24,10,1129,0,0,0,8,0,0.4,0.3
Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,24.0,16,14,1227,1,0,0,4,0,0.7,0.2
Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,24.0,11,11,927,0,0,0,0,1,0.3,0.1
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33.0,27,27,2364,0,0,0,1,0,0.0,0.0
Andreas Skov Olsen,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,24.0,12,4,535,1,1,0,0,0,0.8,1.9
Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28.0,15,11,852,2,2,1,1,0,1.7,2.4
Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29.0,5,4,382,0,0,0,1,0,0.2,0.1
Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,de Bundesliga,31.0,24,15,1323,6,3,1,0,0,3.5,2.9
Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22.0,1,0,5,0,0,0,0,0,0.0,0.0
William Smallbone,ie IRL,MF,Southampton,eng Premier League,24.0,18,6,690,1,0,0,1,0,0.6,0.7
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33.0,25,19,1590,0,0,0,7,0,0.7,0.4
Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,27.0,32,32,2827,1,1,0,7,0,1.4,1.5
Justin Smith,ca CAN,MF,Espanyol,es La Liga,21.0,5,3,209,0,0,0,0,0,0.0,0.0
Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24.0,34,25,2043,6,3,0,3,0,4.5,1.4
Ivan Smolčić,hr CRO,DF,Como,it Serie A,23.0,9,7,630,0,0,0,2,0,0.4,0.1
Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29.0,10,0,95,0,0,0,2,0,0.0,0.0
Simon Sohm,ch SUI,MF,Parma,it Serie A,23.0,37,36,2989,4,0,0,6,0,3.1,2.1
Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25.0,19,13,1029,0,1,0,4,0,1.0,0.7
Arnau Solà,es ESP,MF,Villarreal,es La Liga,21.0,1,0,13,0,0,0,0,0,0.0,0.0
Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,26.0,27,25,2201,9,3,1,0,0,10.9,2.9
Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,25.0,21,8,760,0,0,0,2,0,0.8,0.4
Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,27.0,31,14,1409,1,1,0,6,0,1.8,1.4
Julio Soler,ar ARG,"DF,FW",Bournemouth,eng Premier League,19.0,3,0,11,0,0,0,0,0,0.0,0.0
Oumar Solet,fr FRA,DF,Udinese,it Serie A,24.0,19,19,1672,1,2,0,3,1,0.8,1.2
Jhon Solis,co COL,MF,Girona,es La Liga,19.0,19,3,535,1,0,0,3,0,0.7,0.1
Daniele Sommariva,it ITA,GK,Genoa,it Serie A,27.0,1,0,28,0,0,0,0,0,0.0,0.0
Yann Sommer,ch SUI,GK,Inter,it Serie A,35.0,32,32,2880,0,0,0,0,0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,31.0,38,38,3420,0,0,0,2,0,0.0,0.0
Juan Soriano,es ESP,GK,Leganés,es La Liga,26.0,6,6,540,0,0,0,1,1,0.0,0.0
Borna Sosa,hr CRO,DF,Torino,it Serie A,26.0,19,14,1181,0,0,0,0,0,0.3,0.7
Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,24.0,19,1,295,1,0,0,1,0,1.0,0.5
Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20.0,24,15,1254,0,0,0,5,0,0.2,1.7
Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,33.0,31,22,1794,1,1,0,2,1,4.6,1.5
Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25.0,18,8,833,1,1,0,1,0,0.9,0.9
Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25.0,6,1,123,0,0,0,0,0,0.2,0.3
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29.0,35,30,2567,9,1,0,8,0,6.7,1.0
Matìas Soulé,ar ARG,"MF,DF",Roma,it Serie A,21.0,27,22,1781,5,5,0,3,0,3.0,5.2
Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25.0,31,25,2171,0,0,0,8,0,0.3,0.4
Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23.0,29,21,1902,5,4,0,0,0,3.8,3.1
Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27.0,30,24,2062,2,1,0,5,0,2.4,1.6
Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22.0,12,11,1018,0,1,0,2,0,0.3,0.2
Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22.0,9,9,799,1,0,0,1,0,0.6,0.4
Djed Spence,eng ENG,DF,Tottenham,eng Premier League,23.0,25,19,1792,1,2,0,4,1,0.6,1.8
Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31.0,27,17,1517,1,1,0,1,0,0.8,3.5
Marco Sportiello,it ITA,GK,Milan,it Serie A,32.0,2,1,126,0,0,0,0,0,0.0,0.0
Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,25.0,30,29,2585,1,2,0,8,0,2.0,2.2
Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,27.0,28,26,2204,10,5,0,10,0,7.2,2.8
Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24.0,14,9,876,0,2,0,0,0,0.3,1.5
Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22.0,16,16,1367,0,0,0,1,0,0.0,0.0
Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,21.0,1,0,1,0,0,0,0,0,0.0,0.0
Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29.0,28,26,2270,1,0,0,5,0,0.5,0.2
Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29.0,26,25,2106,0,1,0,6,1,1.1,0.1
Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,19.0,28,23,1887,12,4,0,4,0,7.0,3.4
Jason Steele,eng ENG,GK,Brighton,eng Premier League,33.0,2,2,180,0,0,0,0,0,0.0,0.0
Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,19.0,23,9,944,3,0,0,1,0,5.2,0.2
Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28.0,10,4,290,0,0,0,0,0,0.3,0.6
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,30.0,19,17,1389,1,0,0,2,2,0.6,0.2
Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,22.0,12,11,852,1,2,0,0,1,1.1,0.9
Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,29.0,17,7,499,0,2,0,1,0,1.4,0.5
Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17.0,2,0,24,0,0,0,1,0,0.0,0.0
Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21.0,1,0,1,0,0,0,0,0,0.0,0.0
Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28.0,12,4,389,1,0,0,1,0,1.1,0.0
Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23.0,32,31,2741,1,8,0,6,0,1.8,7.2
Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,30.0,31,16,1551,3,3,2,3,0,3.9,5.3
Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,30.0,16,6,699,0,1,0,1,0,1.1,1.2
Petar Stojanović,si SVN,MF,Empoli,it Serie A,28.0,1,0,3,0,0,0,0,0,0.0,0.0
Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,23.0,10,10,900,0,0,0,1,0,0.0,0.0
John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30.0,11,6,548,2,0,0,1,0,0.4,0.1
Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24.0,35,30,2587,14,4,0,4,0,10.3,3.0
Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27.0,37,32,2619,6,4,0,5,0,3.7,3.9
Cristhian Stuani,uy URU,FW,Girona,es La Liga,37.0,32,6,1078,11,2,3,4,0,8.1,0.6
Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31.0,30,30,2460,0,0,0,12,0,0.5,0.1
Denis Suárez,es ESP,MF,Villarreal,es La Liga,30.0,21,7,608,1,1,0,0,0,0.9,1.5
Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26.0,30,23,2163,0,6,0,0,0,0.8,3.8
Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,21.0,29,21,1792,1,1,0,4,0,3.3,2.6
Yukinari Sugawara,jp JPN,"DF,MF",Southampton,eng Premier League,24.0,30,16,1557,1,1,0,4,0,0.5,2.2
Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28.0,15,12,1053,0,0,0,1,0,0.6,0.1
Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21.0,9,3,283,2,0,0,1,0,0.6,0.0
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,22.0,26,17,1402,1,1,0,2,0,1.5,1.0
Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,22.0,19,7,786,1,1,0,2,0,1.6,1.7
Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22.0,31,27,2080,0,1,0,7,1,1.6,1.9
Suso,es ESP,"FW,MF",Sevilla,es La Liga,30.0,16,4,606,0,2,0,3,0,0.7,1.6
Zion Suzuki,jp JPN,GK,Parma,it Serie A,21.0,37,37,3314,0,0,0,2,1,0.0,0.0
Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25.0,20,14,1219,3,1,0,4,0,3.6,1.7
Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,22.0,12,8,781,1,3,0,0,0,0.8,1.2
Marin Šverko,hr CRO,DF,Venezia,it Serie A,26.0,16,12,1117,1,0,0,3,0,0.3,0.3
Mile Svilar,rs SRB,GK,Roma,it Serie A,24.0,38,38,3420,0,0,0,1,0,0.0,0.0
Michael Svoboda,at AUT,DF,Venezia,it Serie A,25.0,16,15,1314,1,0,0,1,0,0.2,0.6
Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,20.0,32,15,1348,4,5,0,1,0,5.2,2.6
Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,21,10,950,1,0,0,2,1,0.4,0.1
Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,30.0,19,15,1156,1,0,0,2,0,1.8,0.6
Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30.0,29,17,1583,5,1,4,5,0,5.1,1.7
Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34.0,15,15,1350,0,0,0,0,0,0.0,0.0
Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,28.0,20,13,992,4,0,0,2,0,3.4,0.2
Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23.0,36,29,2491,6,6,0,6,0,7.3,7.4
Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,28.0,35,15,1566,20,2,1,4,0,16.8,1.6
Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27.0,15,12,1116,2,1,0,3,0,2.6,1.5
Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27.0,11,7,567,1,0,0,1,0,2.4,1.3
Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30.0,22,6,821,3,1,0,0,0,3.3,1.2
Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,31.0,24,22,1902,3,1,0,7,0,3.0,0.8
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,28.0,33,33,2970,3,0,0,3,0,1.1,0.4
