player_name,nation,position,team_name,league,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists
Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,24.0,34,33,2958,1,1,0,8,1,1.3,1.5
Hwang Hee-chan,kr KOR,"MF,FW",Wolves,eng Premier League,28.0,21,5,661,2,0,0,0,0,0.8,0.1
Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,27.0,38,38,3420,0,0,0,3,0,0.0,0.2
Liam Henderson,sct SCO,MF,Empoli,it Serie A,28.0,36,27,2337,0,4,0,10,0,0.7,3.9
Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,23.0,25,10,1154,0,1,0,3,0,0.6,1.0
Paul Hennrich,de GER,MF,Hoffenheim,de Bundesliga,19.0,1,0,12,0,0,0,0,0,0.0,0.0
Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,27.0,15,10,935,0,2,0,3,0,0.5,1.4
Henrique,br BRA,DF,Valladolid,es La Liga,30.0,5,4,352,0,0,0,0,0,0.0,0.0
Luis Henrique,br BRA,"DF,FW",Marseille,fr Ligue 1,22.0,33,29,2613,7,7,0,0,0,4.2,4.2
Rico Henry,eng ENG,DF,Brentford,eng Premier League,27.0,5,0,99,0,0,0,0,0,0.0,0.0
Mads Hermansen,dk DEN,GK,Leicester City,eng Premier League,24.0,27,27,2385,0,0,0,1,0,0.0,0.0
Mario Hermoso,es ESP,DF,Roma,it Serie A,29.0,8,2,251,0,0,0,2,1,0.1,0.0
Mario Hermoso,es ESP,DF,Leverkusen,de Bundesliga,29.0,4,3,293,0,0,0,0,0,0.4,0.2
Javi Hernández,es ESP,DF,Leganés,es La Liga,26.0,31,27,2389,2,1,0,6,0,0.8,1.5
Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,35.0,14,11,1025,0,0,0,1,0,0.9,0.0
Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,28.0,16,10,877,0,0,0,2,0,0.0,0.1
Theo Hernández,fr FRA,DF,Milan,it Serie A,26.0,33,30,2696,4,3,0,4,1,2.7,4.7
Hernani,br BRA,MF,Parma,it Serie A,30.0,25,15,1327,3,3,3,7,0,2.8,1.5
Jorge Herrando,es ESP,DF,Osasuna,es La Liga,23.0,18,15,1366,1,0,0,3,0,1.2,0.0
Ander Herrera,es ESP,MF,Athletic Club,es La Liga,34.0,8,2,273,0,0,0,2,0,1.7,0.1
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,31.0,37,37,3330,0,0,0,5,0,0.0,0.0
Yangel Herrera,ve VEN,MF,Girona,es La Liga,26.0,29,27,2257,4,3,0,10,1,3.6,1.5
Juan Herzog,es ESP,DF,Las Palmas,es La Liga,21.0,19,15,1315,0,0,0,1,0,0.9,0.0
Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,32.0,30,24,2110,7,9,1,1,0,7.2,8.2
Isak Hien,se SWE,DF,Atalanta,it Serie A,25.0,30,27,2327,0,0,0,10,0,1.0,0.1
Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,20.0,36,36,3153,0,2,0,11,0,0.0,0.8
